target,dependency,importance,strategy
AIT504,P403,0.031807132,adjacent_stage
AIT504,FIT504,0.023809077,adjacent_stage
AIT504,AIT503,0.005061554,adjacent_stage
AIT504,FIT601,0.0033456685,adjacent_stage
FIT501,P402,0.9335841,adjacent_stage
FIT501,UV401,0.05689065,adjacent_stage
FIT501,FIT504,0.0038937985,adjacent_stage
FIT501,PIT502,0.002345644,adjacent_stage
FIT501,FIT401,0.0018841666,adjacent_stage
FIT502,P402,0.78246397,adjacent_stage
FIT502,UV401,0.16012147,adjacent_stage
FIT502,P501,0.043262415,adjacent_stage
FIT502,FIT501,0.0065472657,adjacent_stage
FIT502,FIT401,0.0025126492,adjacent_stage
FIT503,FIT504,0.91855633,adjacent_stage
FIT503,P402,0.061337423,adjacent_stage
FIT503,PIT503,0.00849205,adjacent_stage
FIT503,P501,0.007845841,adjacent_stage
FIT503,PIT501,0.00096810836,adjacent_stage
FIT504,P501,0.9930494,adjacent_stage
FIT504,FIT503,0.0026695817,adjacent_stage
FIT504,FIT501,0.0012598195,adjacent_stage
FIT504,FIT502,0.0008695942,adjacent_stage
FIT504,PIT502,0.00074755296,adjacent_stage
PIT501,P402,0.9713912,adjacent_stage
PIT501,PIT502,0.01699582,adjacent_stage
PIT501,FIT504,0.005607978,adjacent_stage
PIT501,PIT503,0.004891861,adjacent_stage
PIT501,AIT501,0.00022175846,adjacent_stage
PIT502,UV401,0.5346494,adjacent_stage
PIT502,FIT601,0.27593186,adjacent_stage
PIT502,AIT402,0.038066246,adjacent_stage
PIT502,AIT401,0.029852385,adjacent_stage
PIT502,FIT501,0.020892357,adjacent_stage
PIT503,P402,0.93745404,adjacent_stage
PIT503,UV401,0.033406496,adjacent_stage
PIT503,PIT502,0.011842101,adjacent_stage
PIT503,PIT501,0.007585516,adjacent_stage
PIT503,FIT504,0.004228209,adjacent_stage
FIT601,P602,0.9298216,adjacent_stage
FIT601,FIT504,0.009065318,adjacent_stage
FIT601,FIT503,0.008261863,adjacent_stage
FIT601,FIT501,0.007907765,adjacent_stage
FIT601,PIT501,0.0077374694,adjacent_stage
