,FIT101,LIT101,MV101,P101,P102,AIT201,AIT202,AIT203,FIT201,MV201,P201,P202,P203,P204,P205,P206,DPIT301,FIT301,LIT301,MV301,MV302,MV303,MV304,P301,P302,AIT401,AIT402,FIT401,LIT401,P401,P402,P403,P404,UV401,AIT501,AIT502,AIT503,AIT504,FIT501,FIT502,FIT503,FIT504,P501,P502,PIT501,PIT502,PIT503,FIT601,P601,P602,P603
P201,-0.14524382041416734,-0.0660241905534719,-0.13579100403244934,0.22697960452686203,-0.006181661725019229,-0.28549045705567405,0.24536461927355832,-0.18731901115418947,0.22984765707975713,0.22481909975550782,1.0,,0.22947227161531938,,0.22943983143120017,,0.08081408726374295,0.06491392022542149,-0.16291232405005804,-0.009418945671344756,0.07232846380587495,-0.021385914432032294,-0.02639450425228124,,0.06476314358240479,-0.04219350581001436,-0.13655043666389033,-0.007186576261469711,-0.0005070624122763903,,0.005086385412318504,-0.004886810122827353,,-0.008041875044674822,-0.205437202432902,-0.13587068493193585,-0.4864925784300715,0.02272697655595734,0.010022351561661064,0.023994678144987815,-0.03873178018898098,-0.040707449945531805,-0.00821784435569401,,-0.027823935477772656,-0.14320515989029986,-0.06276189321181853,-0.017813562590896368,,-0.01647657195499074,
P202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P203,0.1889065355687154,-0.6298318613620453,0.09762352626793061,0.9921509055773068,0.003845140799797614,-0.021407425331098847,-0.2540767101805117,0.13302212084334727,0.9959307956749062,0.9798017740493474,0.22947227161531938,,1.0,,0.8598347615324831,,0.4827311991826272,0.4829752120121102,-0.2855831952973289,0.01830895616430469,0.45142687017018573,-0.014491764590412307,-0.02637130075981502,0.030301499628902186,0.45411894383375223,-0.002706793520070675,0.04514029631356636,0.06384166080961287,0.23833585406632185,,0.06162663845434582,-0.011301009336318509,,0.06071735205628175,-0.011528397364554667,0.047006309009962034,0.05980250270012215,-0.055045154799035094,0.06468285040785361,0.0640487405490256,0.05958530578266616,0.05387451669337628,0.05965779643788785,,0.06392455189447312,0.03697416398038098,0.06407346016701851,0.032207501149580424,,0.03271396591190244,
P204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P205,0.14540100720088925,-0.4990307126162863,0.09770581833251513,0.8531275247795929,0.0046971078090486855,-0.02123226201487102,-0.17634465863934048,-0.27168644418149834,0.8553711873535762,0.9799403217951722,0.22943983143120017,,0.8598347615324831,,1.0,,0.4213828636510461,0.420121569506967,-0.1773874755807934,0.012466040363024875,0.3904040458447177,-0.014508935473876374,-0.024494916686175414,-0.053239686803863685,0.403688184717751,0.3597422467487476,-0.19695375267480236,0.08605660229086085,0.2990256327657795,,0.06310962637973333,-0.009717929261375314,,0.06226193147526317,0.0565420766361102,-0.19094026884987936,-0.023074008030252023,-0.044248207015271115,0.08779459822493263,0.09586369210632545,0.046988559843538454,0.04502387422944207,0.0646880493648998,,0.038590506644820784,0.007923070005921073,0.028784695926999986,0.020680252336641666,,0.021819950003871703,
P206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DPIT301,-0.16099047676238953,-0.12591367834598402,-0.0650723070042458,0.4886049466517139,0.003998071764532499,-0.016054621973090447,-0.10021788861858634,0.0722530100704879,0.47918813715018427,0.38321955449865996,0.08081408726374295,,0.4827311991826272,,0.4213828636510461,,1.0,0.9757139898883117,-0.33123759132598796,-0.12868615892628163,0.9438467911150649,-0.31301611607750396,-0.20070852268955103,0.028691120770073335,0.9502927603339896,0.012892200976941957,0.009998903631187765,0.08990091078851961,-0.024284329987936167,,0.09484288406668653,0.0035836388176202203,,0.09374601257084804,-0.0023732325722905095,0.0030039875386708706,0.06644688085340185,-0.0806452902537727,0.0907799471112327,0.08723899320672847,0.09438307332511556,0.09464181394427491,0.09240228582795137,,0.09171201261605648,0.018252501180830362,0.09003154210864897,-0.24407612007209029,,-0.22399149766576792,
FIT301,-0.16447469856606245,-0.12470382187130494,-0.057062396077549565,0.4887582371372923,0.003692685827677599,0.004586284563621776,-0.10800469704604851,0.07635339150794489,0.47899195728545113,0.37146435406010075,0.06491392022542149,,0.4829752120121102,,0.420121569506967,,0.9757139898883117,1.0,-0.3203047000156716,-0.11449385988710481,0.8883132892173466,-0.27814966021221627,-0.07961567385841575,0.023423151876594685,0.9701358378550728,0.01051682603650734,0.012800528257896565,0.09878843292673974,-0.034194922305946555,,0.10220173318849107,0.0029888829799137183,,0.10111883942860621,0.0084203678163244,0.0032676641060295367,0.06170665576590397,-0.08897241630419281,0.09972749156777284,0.09662298747017575,0.1007271075338542,0.1017642468872187,0.09997876275919326,,0.09581096180246147,0.029965436389214183,0.09390029454299256,-0.2200359445119706,,-0.2029974712928346,
LIT301,0.38660288791064396,0.11641078127189734,0.5058908318462464,-0.2942998982616298,-0.006121756887924192,0.012289274918725326,0.07878128390692488,-0.16998621782971562,-0.2873035448961168,-0.30774943365319474,-0.16291232405005804,,-0.2855831952973289,,-0.1773874755807934,,-0.33123759132598796,-0.3203047000156716,1.0,-0.012743607643906597,-0.3131293233609518,0.02073092512937079,0.03934315926789802,-0.3311774713835507,-0.26316566917371353,0.18056800523507488,-0.15126700080527467,0.4526381553314747,0.5821008965725678,,0.4429635006658597,0.005612067464953459,,0.4409730045573627,0.3879747572904493,-0.18302803869731785,0.11650851801113626,-0.3979523383591122,0.45520745147569025,0.44621549528031595,0.44149229417846686,0.4324522272201053,0.44378415700139956,,0.4390576328509352,0.051563568132897745,0.4334085434642804,-0.02067441708456812,,-0.02277943256205523,
MV301,0.030522774861489268,-0.032846993257183876,0.03256555695762369,0.017708734243622706,-0.0004258766092637512,-0.005929062605238709,-0.0071749744562543405,0.0020443916640944487,0.019349257583400045,-0.00381341680967992,-0.009418945671344756,,0.01830895616430469,,0.012466040363024875,,-0.12868615892628163,-0.11449385988710481,-0.012743607643906597,1.0,-0.09951973798560038,0.4315437565069044,-0.006603940032188804,-0.0026652418585292686,-0.11175333628823256,-0.0012083214742634775,-0.0003099405109235977,0.0038678786464251386,0.01597304141643654,,0.0029883292544652766,-0.0003366806525681277,,0.0030108410820939378,-0.003594623042921448,0.00039130203236739577,-0.016930695074136567,-0.0024340331327588334,0.0038507805328474374,0.0045856744424491395,0.0023197839764430303,0.0023002327245459143,0.0030795655555102062,,0.0020253353490200642,0.0021084924764447925,0.0016406036877332844,0.569625736897449,,0.8040119507559119,
MV302,-0.14739644064639504,-0.11672495009440405,-0.0625891170438475,0.456980890091665,0.00394147011762487,0.0011052810183507238,-0.096515642976537,0.07791812848760427,0.44836817873391227,0.3623284517695534,0.07232846380587495,,0.45142687017018573,,0.3904040458447177,,0.9438467911150649,0.8883132892173466,-0.3131293233609518,-0.09951973798560038,1.0,-0.2625464478651193,-0.32620415922113044,0.021309684836728765,0.8888729589948,0.003913134655018582,0.013224935810134505,0.08685922607952357,-0.018585024577688958,,0.09051127054856371,0.003115965287727775,,0.08948489257833785,0.004474836480836861,0.00532607357225386,0.07122103364080277,-0.07629040973133522,0.08773625589322594,0.08491441522828382,0.08960266363832821,0.09013304016478818,0.08834205205198145,,0.08593517667511227,0.02653468306140942,0.08448186626211399,-0.1927126994942683,,-0.1786893828682805,
MV303,0.07853789523394218,-0.0701867657500669,0.07737747635008477,-0.015601617240116996,-0.002053605704988032,-0.01127934880063433,0.007989158159975314,-0.011264946610957553,-0.013864767741288336,-0.01595350362042334,-0.021385914432032294,,-0.014491764590412307,,-0.014508935473876374,,-0.31301611607750396,-0.27814966021221627,0.02073092512937079,0.4315437565069044,-0.2625464478651193,1.0,0.2385588084360562,,-0.3333838705363974,0.006017519018890946,0.007167223234824981,0.007085911465868467,0.027366363367633116,,0.0016897446940542485,-0.0016234439206920242,,0.0023713956225281502,-0.0015003329973331436,0.01507932327973503,-0.020637926210034668,0.00010534978375738828,0.007514795731775219,0.008821752002482598,-0.0021785897891830985,-0.0008601839435912596,0.0023527902001632428,,-0.004977321913355774,0.0015279820577044406,-0.007088739933868905,0.5574907304053002,,0.515079805407063,
MV304,0.019398013218046895,-0.012816233919472453,0.04252133271190804,-0.027028639309841528,-0.0010732810933656806,-0.005464461650998875,0.0062752816396221415,-0.005251731705522699,-0.027234582532467813,-0.05782616996188689,-0.02639450425228124,,-0.02637130075981502,,-0.024494916686175414,,-0.20070852268955103,-0.07961567385841575,0.03934315926789802,-0.006603940032188804,-0.32620415922113044,0.2385588084360562,1.0,-0.001676701536289406,-0.06053451512698165,-0.0018042916747987438,-0.0001881590177285487,0.003240847807721185,-0.029445404893837613,,0.0023454858321636496,-0.0008484921947968323,,0.002440727491514902,-0.0032378357532068486,0.0004474564706282885,-0.03488005105720956,-0.004405220984445166,0.0030873247943557338,0.003217587566737359,0.001343469832371949,0.0025491629584797585,0.002727987963537826,,-0.00019819778698976207,0.0011746266699681244,-0.0010050204541543148,-0.02120231018773012,,-0.01185748669295687,
P301,0.032161584531087604,-0.13753011019669756,,0.030138875507407743,-0.00043315864189766214,,-0.021419205516871195,0.1496799448140671,0.03118883430404117,,,,0.030301499628902186,,-0.053239686803863685,,0.028691120770073335,0.023423151876594685,-0.3311774713835507,-0.0026652418585292686,0.021309684836728765,,-0.001676701536289406,1.0,-0.11366419833605843,-0.1422043196175092,0.16520721537942126,-0.22817229456354765,-0.3236502860365573,,-0.1993325009617295,-0.0003424375302783384,,-0.19922804537428027,-0.3230791422895843,0.16795055827011451,-0.043594640657008424,0.18104524245699918,-0.2302459058642151,-0.23377833502513493,-0.2136557276458845,-0.23046280984547118,-0.2294189598371571,,-0.19503584915498462,0.022871383876808035,-0.1876436212864001,-0.0051073096257137395,,-0.00478548710572139,
P302,-0.17655487318594085,-0.08882676981961331,-0.06463567301445174,0.4597990824934348,0.003810862596333565,0.0003980077329162206,-0.09276149796993206,0.05923848255673797,0.45012055879557034,0.35559078389112186,0.06476314358240479,,0.45411894383375223,,0.403688184717751,,0.9502927603339896,0.9701358378550728,-0.26316566917371353,-0.11175333628823256,0.8888729589948,-0.3333838705363974,-0.06053451512698165,-0.11366419833605843,1.0,0.023710466874403233,-0.009756007756440867,0.12530122988390785,-0.0021298793055772483,,0.12531551865574517,0.0030127123160126907,,0.1242448002609207,0.0491471551027194,-0.019002251290725705,0.06921775669109116,-0.10946806038676676,0.12646810942546885,0.12380555804073438,0.1261847060739604,0.12983055732454643,0.12733136083413674,,0.11876449886283563,0.024812831582917402,0.11590123572954794,-0.21640885639660862,,-0.2006550167737053,
AIT401,-0.01838331215511057,0.08123845362089345,0.004031916252503602,-0.0027307059628255744,0.0030260511886966257,0.11932486881680293,-0.09176807703424576,-0.8762728611494315,-0.004606359730004436,0.03932954077306144,-0.04219350581001436,,-0.002706793520070675,,0.3597422467487476,,0.012892200976941957,0.01051682603650734,0.18056800523507488,-0.0012083214742634775,0.003913134655018582,0.006017519018890946,-0.0018042916747987438,-0.1422043196175092,0.023710466874403233,1.0,-0.5812886769960479,0.20534307470977872,0.2142990880207651,,0.15800133050018084,0.002393944347229663,,0.15681674961963893,0.17525616935141172,-0.5782211221109775,-0.1265250178245613,-0.09686883285929904,0.2084703719013865,0.22988529526814427,0.11629137868154994,0.11994465953076064,0.16069157741452259,,0.08529275067578154,-0.08275968097365098,0.057163918361726754,-0.0031291305585157804,,-0.0028673523107417367,
AIT402,0.04543805640945576,-0.11541376040436656,0.013607534481581788,0.04461440581041342,-0.009558801118323359,0.5882221476768195,-0.3637483388451095,0.6375448767988154,0.04561682443960764,0.051744538372461804,-0.13655043666389033,,0.04514029631356636,,-0.19695375267480236,,0.009998903631187765,0.012800528257896565,-0.15126700080527467,-0.0003099405109235977,0.013224935810134505,0.007167223234824981,-0.0001881590177285487,0.16520721537942126,-0.009756007756440867,-0.5812886769960479,1.0,-0.10663161588366175,-0.17475161906212683,,-0.027793182732523868,0.060603273722662734,,-0.029559597753435966,0.06676186263032735,0.9756356889538297,-0.03796960569259709,-0.11988035457046126,-0.10760952257602331,-0.1592581752192301,0.0511052632779376,0.03158549736737694,-0.03087498970106297,,0.11154542686579651,0.33346062826456896,0.16368355625514164,0.00032886169023871596,,0.00021724394957349093,
FIT401,0.04743711550277491,0.18839866875231104,0.024771460844983693,0.06375593774208137,0.001405296027712579,0.05089752502223335,0.028852985390371486,-0.06578674587370045,0.06369914194166083,0.013770587588743562,-0.007186576261469711,,0.06384166080961287,,0.08605660229086085,,0.08990091078851961,0.09878843292673974,0.4526381553314747,0.0038678786464251386,0.08685922607952357,0.007085911465868467,0.003240847807721185,-0.22817229456354765,0.12530122988390785,0.20534307470977872,-0.10663161588366175,1.0,0.4739050269939409,,0.9796789402109798,-0.010223669419733737,,0.9830488866405972,0.45530870487800607,-0.1762729680702688,0.056155304008684126,-0.843800360689887,0.9952950785071303,0.9760126060218837,0.9679079966959921,0.9585220755057933,0.9778302095819771,,0.9402721003438349,0.2521112103911589,0.9218994720473374,0.00731464123716066,,0.0069299744482799784,
LIT401,0.37151390886109587,-0.15597566779099656,0.2885512315285027,0.23476272554143604,-0.0006497621985941814,-0.012416250297177552,-0.08036615555990177,-0.16810912528819744,0.23952027846466453,0.18026020643960888,-0.0005070624122763903,,0.23833585406632185,,0.2990256327657795,,-0.024284329987936167,-0.034194922305946555,0.5821008965725678,0.01597304141643654,-0.018585024577688958,0.027366363367633116,-0.029445404893837613,-0.3236502860365573,-0.0021298793055772483,0.2142990880207651,-0.17475161906212683,0.4739050269939409,1.0,,0.45071764073871345,-0.04449913023295822,,0.44811465469474027,0.4736291885661133,-0.19618277064802297,0.0379494268523552,-0.4147132137398352,0.4770501915973708,0.47148112068104514,0.44281217362494163,0.4235691111111151,0.44925527842868107,,0.446475790153496,0.06587969500453122,0.4410720674552093,0.027320310906876543,,0.02796478925555025,
P401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P402,0.04209175085285094,0.19095887280544768,0.01978690809048887,0.06155005537290387,0.00048566723397768977,0.004637718334994003,0.022382301094719642,-0.01092416943159396,0.06171774023808866,0.021610079660697768,0.005086385412318504,,0.06162663845434582,,0.06310962637973333,,0.09484288406668653,0.10220173318849107,0.4429635006658597,0.0029883292544652766,0.09051127054856371,0.0016897446940542485,0.0023454858321636496,-0.1993325009617295,0.12531551865574517,0.15800133050018084,-0.027793182732523868,0.9796789402109798,0.45071764073871345,,1.0,0.0003839486784121701,,0.9925230767704194,0.44822056160004187,-0.09148849430653844,0.05315577772285732,-0.8515981495723358,0.9851571973061647,0.9576382713011862,0.9798580130350875,0.9555132803262809,0.9703736454370129,,0.9695584459685463,0.27631764032729134,0.958015393142232,0.0057247255020183175,,0.005365596022410935,
P403,-0.01070298862285187,0.012325673347527991,-0.019010526123780666,-0.011361987613852912,-5.471778614280836e-05,-0.0044444136307946825,0.0054111070876599375,0.004537167320732164,-0.011385169757222487,-0.020762161629690763,-0.004886810122827353,,-0.011301009336318509,,-0.009717929261375314,,0.0035836388176202203,0.0029888829799137183,0.005612067464953459,-0.0003366806525681277,0.003115965287727775,-0.0016234439206920242,-0.0008484921947968323,-0.0003424375302783384,0.0030127123160126907,0.002393944347229663,0.060603273722662734,-0.010223669419733737,-0.04449913023295822,,0.0003839486784121701,1.0,,0.00038684105931834713,-0.04821395678377146,0.016055204448751297,-0.0005759963373969475,0.2237560923362682,-0.009534034689866923,-0.0036517366312669645,-0.012688650878955213,-0.015029617402650377,0.000395670966754572,,-0.009656822924168794,-0.0041505033302271285,-0.010404365843850788,-0.0006542914022605283,,-0.0006045158402632979,
P404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UV401,0.04196334115324791,0.18955367152750863,0.016541129466201027,0.06064421653723253,0.0004893258860673082,0.006726234436472013,0.02155060551912586,-0.01071747296476929,0.060797195672100186,0.011011524970105196,-0.008041875044674822,,0.06071735205628175,,0.06226193147526317,,0.09374601257084804,0.10111883942860621,0.4409730045573627,0.0030108410820939378,0.08948489257833785,0.0023713956225281502,0.002440727491514902,-0.19922804537428027,0.1242448002609207,0.15681674961963893,-0.029559597753435966,0.9830488866405972,0.44811465469474027,,0.9925230767704194,0.00038684105931834713,,1.0,0.4426603764364373,-0.09249691585200005,0.05414463480803894,-0.8466715413711786,0.9830874517104761,0.9563796603605144,0.9805315478916322,0.9610733187087276,0.9772733300240568,,0.9682042172345683,0.2782411245621329,0.9560523238012488,0.005768984982342299,,0.005406016391954016,
AIT501,0.005009851882745954,0.17838340647308745,0.015802742151981714,-0.01195002868856267,-0.005748212314833614,0.7343124089832309,-0.4327984246611468,-0.04296207903889464,-0.013482632736658659,-0.031816867997142194,-0.205437202432902,,-0.011528397364554667,,0.0565420766361102,,-0.0023732325722905095,0.0084203678163244,0.3879747572904493,-0.003594623042921448,0.004474836480836861,-0.0015003329973331436,-0.0032378357532068486,-0.3230791422895843,0.0491471551027194,0.17525616935141172,0.06676186263032735,0.45530870487800607,0.4736291885661133,,0.44822056160004187,-0.04821395678377146,,0.4426603764364373,1.0,-0.04021249254992315,0.27044724901945827,-0.5175915412667559,0.4623310114002442,0.4425291132449507,0.4649493637773645,0.45359908101521906,0.4548196903719269,,0.46050461209596416,0.21073927629736203,0.47474079766763533,-0.00756602993224816,,-0.006878699996691236,
AIT502,0.05221941688691123,-0.141918802414335,0.04550342202149828,0.046418047558928435,-0.008428952666802025,0.5915817875460418,-0.30766183283802623,0.615991563456672,0.047977139166986836,0.08139418711579388,-0.13587068493193585,,0.047006309009962034,,-0.19094026884987936,,0.0030039875386708706,0.0032676641060295367,-0.18302803869731785,0.00039130203236739577,0.00532607357225386,0.01507932327973503,0.0004474564706282885,0.16795055827011451,-0.019002251290725705,-0.5782211221109775,0.9756356889538297,-0.1762729680702688,-0.19618277064802297,,-0.09148849430653844,0.016055204448751297,,-0.09249691585200005,-0.04021249254992315,1.0,-0.07585376031639868,-0.0575450596056855,-0.17843549233904385,-0.2316366706314951,-0.007584796384040288,-0.02684628519523422,-0.09532628754139527,,0.058783575758144704,0.3363981161646273,0.11089012808421482,0.001766754321768672,,0.0014699182383575613,
AIT503,0.140044160209651,-0.0749514051141546,0.1994867914581615,0.05921869768015278,-0.0022159262535773588,0.005709344389703585,-0.08761051930674256,0.19925897372971285,0.06021353041515718,0.14118387061093185,-0.4864925784300715,,0.05980250270012215,,-0.023074008030252023,,0.06644688085340185,0.06170665576590397,0.11650851801113626,-0.016930695074136567,0.07122103364080277,-0.020637926210034668,-0.03488005105720956,-0.043594640657008424,0.06921775669109116,-0.1265250178245613,-0.03796960569259709,0.056155304008684126,0.0379494268523552,,0.05315577772285732,-0.0005759963373969475,,0.05414463480803894,0.27044724901945827,-0.07585376031639868,1.0,-0.02283171205093162,0.055658176201881085,0.05379808114490493,0.05792967703902646,0.06217626914670739,0.05654235939420255,,0.04866310501282632,-0.044008038956745654,0.05434288225325646,-0.032321271520235416,,-0.029683841973570286,
