target,dependency,correlation,abs_correlation,strategy
AIT402,AIT201,0.5882221476769073,0.5882221476769073,entire_plant
AIT402,AIT401,-0.5812886769960972,0.5812886769960972,entire_plant
AIT402,AIT202,-0.36374833884473307,0.36374833884473307,entire_plant
AIT402,PIT502,0.3334606282646686,0.3334606282646686,entire_plant
AIT402,P205,-0.1969537526748151,0.1969537526748151,entire_plant
AIT402,LIT401,-0.17475161906211106,0.17475161906211106,entire_plant
AIT402,P301,0.16520721537952018,0.16520721537952018,entire_plant
AIT402,PIT503,0.16368355625497089,0.16368355625497089,entire_plant
FIT401,FIT501,0.9952950785071357,0.9952950785071357,entire_plant
FIT401,UV401,0.9830488866407674,0.9830488866407674,entire_plant
FIT401,P402,0.9796789402109276,0.9796789402109276,entire_plant
FIT401,P501,0.9778302095820904,0.9778302095820904,entire_plant
FIT401,FIT502,0.9760126060219251,0.9760126060219251,entire_plant
FIT401,FIT503,0.9679079966959533,0.9679079966959533,entire_plant
FIT401,FIT504,0.9585220755058218,0.9585220755058218,entire_plant
FIT401,PIT501,0.9402721003438453,0.9402721003438453,entire_plant
FIT401,PIT503,0.9218994720472458,0.9218994720472458,entire_plant
FIT401,AIT504,-0.8438003606899181,0.8438003606899181,entire_plant
LIT401,LIT301,0.5821008965725731,0.5821008965725731,entire_plant
LIT401,FIT501,0.47705019159734025,0.47705019159734025,entire_plant
LIT401,FIT401,0.47390502699393516,0.47390502699393516,entire_plant
LIT401,AIT501,0.47362918856660324,0.47362918856660324,entire_plant
LIT401,FIT502,0.4714811206810209,0.4714811206810209,entire_plant
LIT401,P402,0.4507176407386633,0.4507176407386633,entire_plant
LIT401,P501,0.4492552784286664,0.4492552784286664,entire_plant
LIT401,UV401,0.4481146546948668,0.4481146546948668,entire_plant
LIT401,PIT501,0.4464757901534698,0.4464757901534698,entire_plant
LIT401,FIT503,0.4428121736249176,0.4428121736249176,entire_plant
AIT501,AIT201,0.7343124089838686,0.7343124089838686,entire_plant
AIT501,AIT504,-0.5175915412669693,0.5175915412669693,entire_plant
AIT501,PIT503,0.47474079766748206,0.47474079766748206,entire_plant
AIT501,LIT401,0.47362918856660324,0.47362918856660324,entire_plant
AIT501,FIT503,0.4649493637776404,0.4649493637776404,entire_plant
AIT501,FIT501,0.46233101140077887,0.46233101140077887,entire_plant
AIT501,PIT501,0.4605046120963153,0.4605046120963153,entire_plant
AIT501,FIT401,0.4553087048786074,0.4553087048786074,entire_plant
AIT501,P501,0.45481969037208964,0.45481969037208964,entire_plant
AIT501,FIT504,0.45359908101570307,0.45359908101570307,entire_plant
AIT502,AIT402,0.9756356889539171,0.9756356889539171,entire_plant
AIT502,AIT203,0.6159915634567492,0.6159915634567492,entire_plant
AIT502,AIT201,0.5915817875456909,0.5915817875456909,entire_plant
AIT502,AIT401,-0.5782211221109949,0.5782211221109949,entire_plant
AIT502,PIT502,0.33639811616465903,0.33639811616465903,entire_plant
AIT502,AIT202,-0.30766183283777837,0.30766183283777837,entire_plant
AIT502,FIT502,-0.23163667063129112,0.23163667063129112,entire_plant
AIT502,LIT401,-0.19618277064797773,0.19618277064797773,entire_plant
AIT502,P205,-0.19094026884989132,0.19094026884989132,entire_plant
AIT502,LIT301,-0.18302803869737205,0.18302803869737205,entire_plant
AIT503,P201,-0.4864925784301887,0.4864925784301887,entire_plant
AIT503,AIT501,0.27044724901891143,0.27044724901891143,entire_plant
AIT503,MV101,0.19948679145814796,0.19948679145814796,entire_plant
AIT503,AIT203,0.19925897372958515,0.19925897372958515,entire_plant
AIT503,MV201,0.1411838706109173,0.1411838706109173,entire_plant
AIT503,FIT101,0.1400441602096673,0.1400441602096673,entire_plant
AIT503,AIT401,-0.126525017824393,0.126525017824393,entire_plant
AIT503,LIT301,0.11650851801108383,0.11650851801108383,entire_plant
AIT503,AIT202,-0.08761051930617735,0.08761051930617735,entire_plant
AIT503,AIT502,-0.07585376031688988,0.07585376031688988,entire_plant
AIT504,FIT504,-0.893471032700803,0.893471032700803,entire_plant
AIT504,FIT503,-0.8892559466490694,0.8892559466490694,entire_plant
AIT504,P501,-0.8888072409590642,0.8888072409590642,entire_plant
AIT504,PIT501,-0.8798324151549887,0.8798324151549887,entire_plant
AIT504,PIT503,-0.876439191130547,0.876439191130547,entire_plant
AIT504,P402,-0.851598149572308,0.851598149572308,entire_plant
AIT504,FIT501,-0.8484144702722489,0.8484144702722489,entire_plant
AIT504,UV401,-0.8466715413713854,0.8466715413713854,entire_plant
AIT504,FIT401,-0.8438003606899181,0.8438003606899181,entire_plant
AIT504,FIT502,-0.816754182749454,0.816754182749454,entire_plant
FIT501,FIT401,0.9952950785071357,0.9952950785071357,entire_plant
FIT501,P402,0.9851571973060482,0.9851571973060482,entire_plant
FIT501,UV401,0.9830874517105387,0.9830874517105387,entire_plant
FIT501,FIT502,0.9805071479059311,0.9805071479059311,entire_plant
FIT501,P501,0.978166087661315,0.978166087661315,entire_plant
FIT501,FIT503,0.9700791888327923,0.9700791888327923,entire_plant
FIT501,FIT504,0.9585521911771333,0.9585521911771333,entire_plant
FIT501,PIT501,0.9428129718542453,0.9428129718542453,entire_plant
FIT501,PIT503,0.9245170433404402,0.9245170433404402,entire_plant
FIT501,AIT504,-0.8484144702722489,0.8484144702722489,entire_plant
FIT502,FIT501,0.9805071479059311,0.9805071479059311,entire_plant
FIT502,FIT401,0.9760126060219251,0.9760126060219251,entire_plant
FIT502,P402,0.9576382713010745,0.9576382713010745,entire_plant
FIT502,UV401,0.9563796603606352,0.9563796603606352,entire_plant
FIT502,P501,0.9531706184131978,0.9531706184131978,entire_plant
FIT502,FIT503,0.9331737274026884,0.9331737274026884,entire_plant
FIT502,FIT504,0.9251282603870798,0.9251282603870798,entire_plant
FIT502,PIT501,0.8985649343161283,0.8985649343161283,entire_plant
FIT502,PIT503,0.876535069749778,0.876535069749778,entire_plant
FIT502,AIT504,-0.8167541827494539,0.8167541827494539,entire_plant
FIT503,PIT501,0.991688060644908,0.991688060644908,entire_plant
FIT503,FIT504,0.9899398621518583,0.9899398621518583,entire_plant
FIT503,P501,0.9838157208075355,0.9838157208075355,entire_plant
FIT503,PIT503,0.9837275251574906,0.9837275251574906,entire_plant
FIT503,UV401,0.9805315478917576,0.9805315478917576,entire_plant
FIT503,P402,0.9798580130349335,0.9798580130349335,entire_plant
FIT503,FIT501,0.9700791888327923,0.9700791888327923,entire_plant
FIT503,FIT401,0.9679079966959533,0.9679079966959533,entire_plant
FIT503,FIT502,0.9331737274026883,0.9331737274026883,entire_plant
FIT503,AIT504,-0.8892559466490694,0.8892559466490694,entire_plant
FIT504,FIT503,0.9899398621518581,0.9899398621518581,entire_plant
FIT504,P501,0.9834804967371028,0.9834804967371028,entire_plant
FIT504,PIT501,0.9710061513161561,0.9710061513161561,entire_plant
FIT504,UV401,0.9610733187089245,0.9610733187089245,entire_plant
FIT504,PIT503,0.9594489216796658,0.9594489216796658,entire_plant
FIT504,FIT501,0.9585521911771333,0.9585521911771333,entire_plant
FIT504,FIT401,0.9585220755058219,0.9585220755058219,entire_plant
FIT504,P402,0.955513280326135,0.955513280326135,entire_plant
FIT504,FIT502,0.9251282603870797,0.9251282603870797,entire_plant
FIT504,AIT504,-0.8934710327008031,0.8934710327008031,entire_plant
PIT501,PIT503,0.9979618830554114,0.9979618830554114,entire_plant
PIT501,FIT503,0.9916880606449079,0.9916880606449079,entire_plant
PIT501,FIT504,0.9710061513161561,0.9710061513161561,entire_plant
PIT501,P402,0.9695584459683521,0.9695584459683521,entire_plant
PIT501,UV401,0.968204217234717,0.968204217234717,entire_plant
PIT501,P501,0.9624107933710196,0.9624107933710196,entire_plant
PIT501,FIT501,0.9428129718542452,0.9428129718542452,entire_plant
PIT501,FIT401,0.9402721003438453,0.9402721003438453,entire_plant
PIT501,FIT502,0.8985649343161284,0.8985649343161284,entire_plant
PIT501,AIT504,-0.8798324151549887,0.8798324151549887,entire_plant
PIT502,AIT201,0.5747705658077812,0.5747705658077812,entire_plant
PIT502,AIT502,0.33639811616465903,0.33639811616465903,entire_plant
PIT502,AIT402,0.3334606282646686,0.3334606282646686,entire_plant
PIT502,PIT503,0.31808098280302904,0.31808098280302904,entire_plant
PIT502,PIT501,0.29909461898054207,0.29909461898054207,entire_plant
PIT502,FIT503,0.29240702902360227,0.29240702902360227,entire_plant
PIT502,AIT202,-0.2856090035122496,0.2856090035122496,entire_plant
PIT502,UV401,0.27824112456217015,0.27824112456217015,entire_plant
PIT502,AIT504,-0.2779209407591151,0.2779209407591151,entire_plant
PIT502,P402,0.2763176403272614,0.2763176403272614,entire_plant
PIT503,PIT501,0.9979618830554113,0.9979618830554113,entire_plant
PIT503,FIT503,0.9837275251574905,0.9837275251574905,entire_plant
PIT503,FIT504,0.9594489216796658,0.9594489216796658,entire_plant
PIT503,P402,0.9580153931420782,0.9580153931420782,entire_plant
PIT503,UV401,0.9560523238013727,0.9560523238013727,entire_plant
PIT503,P501,0.9476820273664802,0.9476820273664802,entire_plant
PIT503,FIT501,0.92451704334044,0.92451704334044,entire_plant
PIT503,FIT401,0.9218994720472459,0.9218994720472459,entire_plant
PIT503,FIT502,0.8765350697497781,0.8765350697497781,entire_plant
PIT503,AIT504,-0.8764391911305471,0.8764391911305471,entire_plant
FIT601,P602,0.7998695222686709,0.7998695222686709,entire_plant
FIT601,MV301,0.5696257368974239,0.5696257368974239,entire_plant
FIT601,MV303,0.557490730405277,0.557490730405277,entire_plant
FIT601,DPIT301,-0.24407612007210333,0.24407612007210333,entire_plant
FIT601,FIT301,-0.2200359445119893,0.2200359445119893,entire_plant
FIT601,P302,-0.2164088563966167,0.2164088563966167,entire_plant
FIT601,MV302,-0.1927126994942863,0.1927126994942863,entire_plant
FIT601,MV101,0.06313155989975854,0.06313155989975854,entire_plant
FIT601,LIT101,-0.06308289187732968,0.06308289187732968,entire_plant
FIT601,FIT101,0.05916352575222489,0.05916352575222489,entire_plant
