target,dependency,correlation,abs_correlation,strategy
AIT504,PIT503,-0.876439191130547,0.876439191130547,adjacent_stage
AIT504,P402,-0.851598149572308,0.851598149572308,adjacent_stage
AIT504,FIT501,-0.8484144702722489,0.8484144702722489,adjacent_stage
AIT504,UV401,-0.8466715413713854,0.8466715413713854,adjacent_stage
AIT504,FIT401,-0.8438003606899181,0.8438003606899181,adjacent_stage
AIT504,FIT502,-0.816754182749454,0.816754182749454,adjacent_stage
FIT501,FIT401,0.9952950785071357,0.9952950785071357,adjacent_stage
FIT501,P402,0.9851571973060482,0.9851571973060482,adjacent_stage
FIT501,UV401,0.9830874517105387,0.9830874517105387,adjacent_stage
FIT501,FIT502,0.9805071479059311,0.9805071479059311,adjacent_stage
FIT501,P501,0.978166087661315,0.978166087661315,adjacent_stage
FIT501,FIT503,0.9700791888327923,0.9700791888327923,adjacent_stage
FIT501,FIT504,0.9585521911771333,0.9585521911771333,adjacent_stage
FIT501,PIT501,0.9428129718542453,0.9428129718542453,adjacent_stage
FIT501,PIT503,0.9245170433404402,0.9245170433404402,adjacent_stage
FIT501,AIT504,-0.8484144702722489,0.8484144702722489,adjacent_stage
FIT502,FIT501,0.9805071479059311,0.9805071479059311,adjacent_stage
FIT502,FIT401,0.9760126060219251,0.9760126060219251,adjacent_stage
FIT502,P402,0.9576382713010745,0.9576382713010745,adjacent_stage
FIT502,UV401,0.9563796603606352,0.9563796603606352,adjacent_stage
FIT502,P501,0.9531706184131978,0.9531706184131978,adjacent_stage
FIT502,FIT503,0.9331737274026884,0.9331737274026884,adjacent_stage
FIT502,FIT504,0.9251282603870798,0.9251282603870798,adjacent_stage
FIT502,PIT501,0.8985649343161283,0.8985649343161283,adjacent_stage
FIT502,PIT503,0.876535069749778,0.876535069749778,adjacent_stage
FIT502,AIT504,-0.8167541827494539,0.8167541827494539,adjacent_stage
FIT503,PIT501,0.991688060644908,0.991688060644908,adjacent_stage
FIT503,FIT504,0.9899398621518583,0.9899398621518583,adjacent_stage
FIT503,P501,0.9838157208075355,0.9838157208075355,adjacent_stage
FIT503,PIT503,0.9837275251574906,0.9837275251574906,adjacent_stage
FIT503,UV401,0.9805315478917576,0.9805315478917576,adjacent_stage
FIT503,P402,0.9798580130349335,0.9798580130349335,adjacent_stage
FIT503,FIT501,0.9700791888327923,0.9700791888327923,adjacent_stage
FIT503,FIT401,0.9679079966959533,0.9679079966959533,adjacent_stage
FIT503,FIT502,0.9331737274026883,0.9331737274026883,adjacent_stage
FIT503,AIT504,-0.8892559466490694,0.8892559466490694,adjacent_stage
FIT504,FIT503,0.9899398621518581,0.9899398621518581,adjacent_stage
FIT504,P501,0.9834804967371028,0.9834804967371028,adjacent_stage
FIT504,PIT501,0.9710061513161561,0.9710061513161561,adjacent_stage
FIT504,UV401,0.9610733187089245,0.9610733187089245,adjacent_stage
FIT504,PIT503,0.9594489216796658,0.9594489216796658,adjacent_stage
FIT504,FIT501,0.9585521911771333,0.9585521911771333,adjacent_stage
FIT504,FIT401,0.9585220755058219,0.9585220755058219,adjacent_stage
FIT504,P402,0.955513280326135,0.955513280326135,adjacent_stage
FIT504,FIT502,0.9251282603870797,0.9251282603870797,adjacent_stage
FIT504,AIT504,-0.8934710327008031,0.8934710327008031,adjacent_stage
PIT501,PIT503,0.9979618830554114,0.9979618830554114,adjacent_stage
PIT501,FIT503,0.9916880606449079,0.9916880606449079,adjacent_stage
PIT501,FIT504,0.9710061513161561,0.9710061513161561,adjacent_stage
PIT501,P402,0.9695584459683521,0.9695584459683521,adjacent_stage
PIT501,UV401,0.968204217234717,0.968204217234717,adjacent_stage
PIT501,P501,0.9624107933710196,0.9624107933710196,adjacent_stage
PIT501,FIT501,0.9428129718542452,0.9428129718542452,adjacent_stage
PIT501,FIT401,0.9402721003438453,0.9402721003438453,adjacent_stage
PIT501,FIT502,0.8985649343161284,0.8985649343161284,adjacent_stage
PIT501,AIT504,-0.8798324151549887,0.8798324151549887,adjacent_stage
PIT502,AIT502,0.33639811616465903,0.33639811616465903,adjacent_stage
PIT502,AIT402,0.3334606282646686,0.3334606282646686,adjacent_stage
PIT502,PIT503,0.31808098280302904,0.31808098280302904,adjacent_stage
PIT502,PIT501,0.29909461898054207,0.29909461898054207,adjacent_stage
PIT502,FIT503,0.29240702902360227,0.29240702902360227,adjacent_stage
PIT502,UV401,0.27824112456217015,0.27824112456217015,adjacent_stage
PIT502,AIT504,-0.2779209407591151,0.2779209407591151,adjacent_stage
PIT502,P402,0.2763176403272614,0.2763176403272614,adjacent_stage
PIT502,FIT504,0.2748264132948151,0.2748264132948151,adjacent_stage
PIT502,P501,0.2544449526385887,0.2544449526385887,adjacent_stage
PIT503,PIT501,0.9979618830554113,0.9979618830554113,adjacent_stage
PIT503,FIT503,0.9837275251574905,0.9837275251574905,adjacent_stage
PIT503,FIT504,0.9594489216796658,0.9594489216796658,adjacent_stage
PIT503,P402,0.9580153931420782,0.9580153931420782,adjacent_stage
PIT503,UV401,0.9560523238013727,0.9560523238013727,adjacent_stage
PIT503,P501,0.9476820273664802,0.9476820273664802,adjacent_stage
PIT503,FIT501,0.92451704334044,0.92451704334044,adjacent_stage
PIT503,FIT401,0.9218994720472459,0.9218994720472459,adjacent_stage
PIT503,FIT502,0.8765350697497781,0.8765350697497781,adjacent_stage
PIT503,AIT504,-0.8764391911305471,0.8764391911305471,adjacent_stage
FIT601,P602,0.7998695222686709,0.7998695222686709,adjacent_stage
FIT601,AIT503,-0.03232127152023399,0.03232127152023399,adjacent_stage
FIT601,FIT502,0.008335169898657298,0.008335169898657298,adjacent_stage
FIT601,AIT501,-0.007566029932243888,0.007566029932243888,adjacent_stage
FIT601,FIT501,0.00728074156693945,0.00728074156693945,adjacent_stage
FIT601,P501,0.005901401045547173,0.005901401045547173,adjacent_stage
FIT601,AIT504,-0.0047506666406481116,0.0047506666406481116,adjacent_stage
FIT601,FIT504,0.004441112481330567,0.004441112481330567,adjacent_stage
FIT601,FIT503,0.004433973791934466,0.004433973791934466,adjacent_stage
FIT601,PIT502,0.003950725649628455,0.003950725649628455,adjacent_stage
