target,dependency,correlation,abs_correlation,strategy
AIT501,PIT501,0.4605046120963153,0.4605046120963153,same_stage
AIT501,P501,0.45481969037208964,0.45481969037208964,same_stage
AIT501,FIT504,0.45359908101570307,0.45359908101570307,same_stage
AIT501,FIT502,0.4425291132457226,0.4425291132457226,same_stage
AIT501,AIT503,0.27044724901891143,0.27044724901891143,same_stage
AIT501,PIT502,0.2107392762975011,0.2107392762975011,same_stage
AIT502,PIT502,0.33639811616465903,0.33639811616465903,same_stage
AIT502,FIT502,-0.23163667063129112,0.23163667063129112,same_stage
AIT502,FIT501,-0.17843549233900177,0.17843549233900177,same_stage
AIT502,PIT503,0.11089012808408721,0.11089012808408721,same_stage
AIT502,P501,-0.09532628754159188,0.09532628754159188,same_stage
AIT502,AIT503,-0.0758537603168899,0.0758537603168899,same_stage
AIT502,PIT501,0.05878357575827759,0.05878357575827759,same_stage
AIT502,AIT504,-0.057545059605660503,0.057545059605660503,same_stage
AIT502,AIT501,-0.04021249255120562,0.04021249255120562,same_stage
AIT502,FIT504,-0.026846285195087867,0.026846285195087867,same_stage
AIT503,AIT501,0.27044724901891143,0.27044724901891143,same_stage
AIT503,AIT502,-0.07585376031688988,0.07585376031688988,same_stage
AIT503,FIT504,0.06217626914673155,0.06217626914673155,same_stage
AIT503,FIT503,0.05792967703893894,0.05792967703893894,same_stage
AIT503,P501,0.05654235939410287,0.05654235939410287,same_stage
AIT503,FIT501,0.05565817620192018,0.05565817620192018,same_stage
AIT503,PIT503,0.054342882253043026,0.054342882253043026,same_stage
AIT503,FIT502,0.053798081145027966,0.053798081145027966,same_stage
AIT503,PIT501,0.04866310501274081,0.04866310501274081,same_stage
AIT503,PIT502,-0.04400803895674325,0.04400803895674325,same_stage
AIT504,FIT504,-0.893471032700803,0.893471032700803,same_stage
AIT504,FIT503,-0.8892559466490694,0.8892559466490694,same_stage
AIT504,P501,-0.8888072409590642,0.8888072409590642,same_stage
AIT504,PIT501,-0.8798324151549887,0.8798324151549887,same_stage
AIT504,PIT503,-0.876439191130547,0.876439191130547,same_stage
AIT504,FIT501,-0.8484144702722489,0.8484144702722489,same_stage
AIT504,FIT502,-0.816754182749454,0.816754182749454,same_stage
AIT504,AIT501,-0.5175915412669693,0.5175915412669693,same_stage
AIT504,PIT502,-0.2779209407591151,0.2779209407591151,same_stage
AIT504,AIT502,-0.057545059605660503,0.057545059605660503,same_stage
FIT501,FIT502,0.9805071479059311,0.9805071479059311,same_stage
FIT501,P501,0.978166087661315,0.978166087661315,same_stage
FIT501,FIT503,0.9700791888327923,0.9700791888327923,same_stage
FIT501,FIT504,0.9585521911771333,0.9585521911771333,same_stage
FIT501,PIT501,0.9428129718542453,0.9428129718542453,same_stage
FIT501,PIT503,0.9245170433404402,0.9245170433404402,same_stage
FIT501,AIT504,-0.8484144702722489,0.8484144702722489,same_stage
FIT501,AIT501,0.46233101140077887,0.46233101140077887,same_stage
FIT501,PIT502,0.25189068018473354,0.25189068018473354,same_stage
FIT501,AIT502,-0.17843549233900177,0.17843549233900177,same_stage
FIT502,FIT501,0.9805071479059311,0.9805071479059311,same_stage
FIT502,P501,0.9531706184131978,0.9531706184131978,same_stage
FIT502,FIT503,0.9331737274026884,0.9331737274026884,same_stage
FIT502,FIT504,0.9251282603870798,0.9251282603870798,same_stage
FIT502,PIT501,0.8985649343161283,0.8985649343161283,same_stage
FIT502,PIT503,0.876535069749778,0.876535069749778,same_stage
FIT502,AIT504,-0.8167541827494539,0.8167541827494539,same_stage
FIT502,AIT501,0.4425291132457226,0.4425291132457226,same_stage
FIT502,AIT502,-0.23163667063129112,0.23163667063129112,same_stage
FIT502,PIT502,0.22295696663173323,0.22295696663173323,same_stage
FIT503,PIT501,0.991688060644908,0.991688060644908,same_stage
FIT503,FIT504,0.9899398621518583,0.9899398621518583,same_stage
FIT503,P501,0.9838157208075355,0.9838157208075355,same_stage
FIT503,PIT503,0.9837275251574906,0.9837275251574906,same_stage
FIT503,FIT501,0.9700791888327923,0.9700791888327923,same_stage
FIT503,FIT502,0.9331737274026883,0.9331737274026883,same_stage
FIT503,AIT504,-0.8892559466490694,0.8892559466490694,same_stage
FIT503,AIT501,0.4649493637776404,0.4649493637776404,same_stage
FIT503,PIT502,0.29240702902360227,0.29240702902360227,same_stage
FIT503,AIT503,0.05792967703893894,0.05792967703893894,same_stage
FIT504,FIT503,0.9899398621518581,0.9899398621518581,same_stage
FIT504,P501,0.9834804967371028,0.9834804967371028,same_stage
FIT504,PIT501,0.9710061513161561,0.9710061513161561,same_stage
FIT504,PIT503,0.9594489216796658,0.9594489216796658,same_stage
FIT504,FIT501,0.9585521911771333,0.9585521911771333,same_stage
FIT504,FIT502,0.9251282603870797,0.9251282603870797,same_stage
FIT504,AIT504,-0.8934710327008031,0.8934710327008031,same_stage
FIT504,AIT501,0.45359908101570307,0.45359908101570307,same_stage
FIT504,PIT502,0.2748264132948151,0.2748264132948151,same_stage
FIT504,AIT503,0.06217626914673154,0.06217626914673154,same_stage
PIT501,PIT503,0.9979618830554114,0.9979618830554114,same_stage
PIT501,FIT503,0.9916880606449079,0.9916880606449079,same_stage
PIT501,FIT504,0.9710061513161561,0.9710061513161561,same_stage
PIT501,P501,0.9624107933710196,0.9624107933710196,same_stage
PIT501,FIT501,0.9428129718542452,0.9428129718542452,same_stage
PIT501,FIT502,0.8985649343161284,0.8985649343161284,same_stage
PIT501,AIT504,-0.8798324151549887,0.8798324151549887,same_stage
PIT501,AIT501,0.4605046120963153,0.4605046120963153,same_stage
PIT501,PIT502,0.29909461898054207,0.29909461898054207,same_stage
PIT501,AIT502,0.05878357575827759,0.05878357575827759,same_stage
PIT502,AIT502,0.33639811616465903,0.33639811616465903,same_stage
PIT502,PIT503,0.31808098280302904,0.31808098280302904,same_stage
PIT502,PIT501,0.29909461898054207,0.29909461898054207,same_stage
PIT502,FIT503,0.29240702902360227,0.29240702902360227,same_stage
PIT502,AIT504,-0.2779209407591151,0.2779209407591151,same_stage
PIT502,FIT504,0.2748264132948151,0.2748264132948151,same_stage
PIT502,P501,0.2544449526385887,0.2544449526385887,same_stage
PIT502,FIT501,0.25189068018473354,0.25189068018473354,same_stage
PIT502,FIT502,0.22295696663173326,0.22295696663173326,same_stage
PIT502,AIT501,0.2107392762975011,0.2107392762975011,same_stage
PIT503,PIT501,0.9979618830554113,0.9979618830554113,same_stage
PIT503,FIT503,0.9837275251574905,0.9837275251574905,same_stage
PIT503,FIT504,0.9594489216796658,0.9594489216796658,same_stage
PIT503,P501,0.9476820273664802,0.9476820273664802,same_stage
PIT503,FIT501,0.92451704334044,0.92451704334044,same_stage
PIT503,FIT502,0.8765350697497781,0.8765350697497781,same_stage
PIT503,AIT504,-0.8764391911305471,0.8764391911305471,same_stage
PIT503,AIT501,0.47474079766748206,0.47474079766748206,same_stage
PIT503,PIT502,0.31808098280302904,0.31808098280302904,same_stage
PIT503,AIT502,0.11089012808408721,0.11089012808408721,same_stage
FIT601,P602,0.7998695222686709,0.7998695222686709,same_stage
